i_index unit1 scale1,j_index unit1 scale1,k_index unit1 scale1,x_coord unit1 scale1,y_coord unit1 scale1,z_coord unit1 scale1,Zones(hierarchy) unit1 scale1
85,202,35,49980.0,56100.0,-2791.17327881,21.0
86,202,35,50020.0,56100.0,-2795.61639404,21.0
87,202,35,50060.0,56100.0,-2799.87353516,21.0
88,202,35,50100.0,56100.0,-2803.97460938,21.0
89,202,35,50140.0,56100.0,-2808.105896,21.0
90,202,35,50180.0,56100.0,-2812.34240723,21.0
91,202,35,50220.0,56100.0,-2816.67770386,21.0
92,202,35,50260.0,56100.0,-2821.12564087,21.0
93,202,35,50300.0,56100.0,-2825.61239624,21.0
94,202,35,50340.0,56100.0,-2830.08959961,21.0
95,202,35,50380.0,56100.0,-2834.31091309,21.0
96,202,35,50420.0,56100.0,-2838.275177,21.0
97,202,35,50460.0,56100.0,-2841.93988037,21.0
98,202,35,50500.0,56100.0,-2845.42138672,21.0
99,202,35,50540.0,56100.0,-2849.01776123,21.0
100,202,35,50580.0,56100.0,-2852.72463989,21.0
101,202,35,50620.0,56100.0,-2856.5218811,21.0
102,202,35,50660.0,56100.0,-2860.28036499,21.0
103,202,35,50700.0,56100.0,-2863.44195557,21.0
104,202,35,50740.0,56100.0,-2865.98208618,21.0
83,203,35,49900.0,56140.0,-2780.43475342,21.0
84,203,35,49940.0,56140.0,-2785.6065979,21.0
85,203,35,49980.0,56140.0,-2790.28594971,21.0
86,203,35,50020.0,56140.0,-2794.58023071,21.0
87,203,35,50060.0,56140.0,-2798.70385742,21.0
88,203,35,50100.0,56140.0,-2802.66226196,21.0
89,203,35,50140.0,56140.0,-2806.7487793,21.0
90,203,35,50180.0,56140.0,-2811.05871582,21.0
91,203,35,50220.0,56140.0,-2815.49816895,21.0
92,203,35,50260.0,56140.0,-2820.04992676,21.0
93,203,35,50300.0,56140.0,-2824.6427002,21.0
94,203,35,50340.0,56140.0,-2829.21228027,21.0
95,203,35,50380.0,56140.0,-2833.54824829,21.0
96,203,35,50420.0,56140.0,-2837.6920166,21.0
97,203,35,50460.0,56140.0,-2841.60025024,21.0
98,203,35,50500.0,56140.0,-2845.38247681,21.0
99,203,35,50540.0,56140.0,-2849.25082397,21.0
100,203,35,50580.0,56140.0,-2853.09341431,21.0
101,203,35,50620.0,56140.0,-2856.87454224,21.0
102,203,35,50660.0,56140.0,-2860.32525635,21.0
103,203,35,50700.0,56140.0,-2863.22546387,21.0
104,203,35,50740.0,56140.0,-2865.7104187,21.0
83,204,35,49900.0,56180.0,-2779.82577515,21.0
84,204,35,49940.0,56180.0,-2784.58422852,21.0
85,204,35,49980.0,56180.0,-2789.18008423,21.0
86,204,35,50020.0,56180.0,-2793.37719727,21.0
87,204,35,50060.0,56180.0,-2797.38327026,21.0
88,204,35,50100.0,56180.0,-2801.26004028,21.0
89,204,35,50140.0,56180.0,-2805.39630127,21.0
90,204,35,50180.0,56180.0,-2809.81503296,21.0
91,204,35,50220.0,56180.0,-2814.35964966,21.0
92,204,35,50260.0,56180.0,-2819.00430298,21.0
93,204,35,50300.0,56180.0,-2823.67541504,21.0
94,204,35,50340.0,56180.0,-2828.33456421,21.0
95,204,35,50380.0,56180.0,-2832.82409668,21.0
96,204,35,50420.0,56180.0,-2837.17196655,21.0
97,204,35,50460.0,56180.0,-2841.34225464,21.0
98,204,35,50500.0,56180.0,-2845.37716675,21.0
99,204,35,50540.0,56180.0,-2849.35958862,21.0
100,204,35,50580.0,56180.0,-2853.21697998,21.0
101,204,35,50620.0,56180.0,-2856.82461548,21.0
102,204,35,50660.0,56180.0,-2860.03018188,21.0
103,204,35,50700.0,56180.0,-2862.95120239,21.0
84,205,35,49940.0,56220.0,-2783.27972412,21.0
85,205,35,49980.0,56220.0,-2787.7331543,21.0
86,205,35,50020.0,56220.0,-2791.92254639,21.0
87,205,35,50060.0,56220.0,-2795.9125061,21.0
88,205,35,50100.0,56220.0,-2799.88726807,21.0
89,205,35,50140.0,56220.0,-2804.17041016,21.0
90,205,35,50180.0,56220.0,-2808.68530273,21.0
91,205,35,50220.0,56220.0,-2813.31109619,21.0
92,205,35,50260.0,56220.0,-2818.00952148,21.0
93,205,35,50300.0,56220.0,-2822.73999023,21.0
94,205,35,50340.0,56220.0,-2827.49667358,21.0
95,205,35,50380.0,56220.0,-2832.12661743,21.0
96,205,35,50420.0,56220.0,-2836.63729858,21.0
97,205,35,50460.0,56220.0,-2840.97311401,21.0
98,205,35,50500.0,56220.0,-2845.09085083,21.0
99,205,35,50540.0,56220.0,-2849.09326172,21.0
100,205,35,50580.0,56220.0,-2852.97943115,21.0
101,205,35,50620.0,56220.0,-2856.49783325,21.0
102,205,35,50660.0,56220.0,-2859.65130615,21.0
84,206,35,49940.0,56260.0,-2781.78588867,21.0
85,206,35,49980.0,56260.0,-2786.16647339,21.0
86,206,35,50020.0,56260.0,-2790.36691284,21.0
87,206,35,50060.0,56260.0,-2794.47207642,21.0
88,206,35,50100.0,56260.0,-2798.63903809,21.0
89,206,35,50140.0,56260.0,-2803.05355835,21.0
90,206,35,50180.0,56260.0,-2807.62646484,21.0
91,206,35,50220.0,56260.0,-2812.28009033,21.0
92,206,35,50260.0,56260.0,-2817.01071167,21.0
93,206,35,50300.0,56260.0,-2821.80593872,21.0
94,206,35,50340.0,56260.0,-2826.64395142,21.0
95,206,35,50380.0,56260.0,-2831.36987305,21.0
96,206,35,50420.0,56260.0,-2835.98913574,21.0
97,206,35,50460.0,56260.0,-2840.36291504,21.0
98,206,35,50500.0,56260.0,-2844.48815918,21.0
99,206,35,50540.0,56260.0,-2848.55453491,21.0
100,206,35,50580.0,56260.0,-2852.5218811,21.0
101,206,35,50620.0,56260.0,-2856.09301758,21.0
84,207,35,49940.0,56300.0,-2780.70263672,21.0
85,207,35,49980.0,56300.0,-2784.6640625,21.0
86,207,35,50020.0,56300.0,-2788.92776489,21.0
87,207,35,50060.0,56300.0,-2793.15686035,21.0
88,207,35,50100.0,56300.0,-2797.49188232,21.0
89,207,35,50140.0,56300.0,-2801.98300171,21.0
90,207,35,50180.0,56300.0,-2806.5184021,21.0
91,207,35,50220.0,56300.0,-2811.14425659,21.0
92,207,35,50260.0,56300.0,-2815.90463257,21.0
93,207,35,50300.0,56300.0,-2820.74029541,21.0
94,207,35,50340.0,56300.0,-2825.6060791,21.0
95,207,35,50380.0,56300.0,-2830.39672852,21.0
96,207,35,50420.0,56300.0,-2835.12286377,21.0
97,207,35,50460.0,56300.0,-2839.55523682,21.0
98,207,35,50500.0,56300.0,-2843.71612549,21.0
99,207,35,50540.0,56300.0,-2847.8916626,21.0
100,207,35,50580.0,56300.0,-2852.00161743,21.0
85,208,35,49980.0,56340.0,-2783.10461426,21.0
86,208,35,50020.0,56340.0,-2787.53414917,21.0
87,208,35,50060.0,56340.0,-2791.95410156,21.0
88,208,35,50100.0,56340.0,-2796.38031006,21.0
89,208,35,50140.0,56340.0,-2800.84591675,21.0
90,208,35,50180.0,56340.0,-2805.29827881,21.0
91,208,35,50220.0,56340.0,-2809.9039917,21.0
92,208,35,50260.0,56340.0,-2814.67370605,21.0
93,208,35,50300.0,56340.0,-2819.50015259,21.0
94,208,35,50340.0,56340.0,-2824.3505249,21.0
95,208,35,50380.0,56340.0,-2829.19232178,21.0
96,208,35,50420.0,56340.0,-2834.02694702,21.0
97,208,35,50460.0,56340.0,-2838.52304077,21.0
98,208,35,50500.0,56340.0,-2842.83233643,21.0
99,208,35,50540.0,56340.0,-2847.24798584,21.0
85,209,35,49980.0,56380.0,-2781.50476074,21.0
86,209,35,50020.0,56380.0,-2786.17703247,21.0
87,209,35,50060.0,56380.0,-2790.77505493,21.0
88,209,35,50100.0,56380.0,-2795.1656189,21.0
89,209,35,50140.0,56380.0,-2799.55236816,21.0
90,209,35,50180.0,56380.0,-2803.95922852,21.0
91,209,35,50220.0,56380.0,-2808.54989624,21.0
92,209,35,50260.0,56380.0,-2813.29071045,21.0
93,209,35,50300.0,56380.0,-2818.06518555,21.0
94,209,35,50340.0,56380.0,-2822.85406494,21.0
95,209,35,50380.0,56380.0,-2827.70889282,21.0
96,209,35,50420.0,56380.0,-2832.59024048,21.0
97,209,35,50460.0,56380.0,-2837.17950439,21.0
98,209,35,50500.0,56380.0,-2841.87619019,21.0
85,210,35,49980.0,56420.0,-2780.33441162,21.0
86,210,35,50020.0,56420.0,-2784.78744507,21.0
87,210,35,50060.0,56420.0,-2789.44949341,21.0
88,210,35,50100.0,56420.0,-2793.77658081,21.0
89,210,35,50140.0,56420.0,-2798.12298584,21.0
90,210,35,50180.0,56420.0,-2802.48907471,21.0
91,210,35,50220.0,56420.0,-2807.02615356,21.0
92,210,35,50260.0,56420.0,-2811.73556519,21.0
93,210,35,50300.0,56420.0,-2816.45022583,21.0
94,210,35,50340.0,56420.0,-2821.15939331,21.0
95,210,35,50380.0,56420.0,-2826.00924683,21.0
96,210,35,50420.0,56420.0,-2830.96511841,21.0
97,210,35,50460.0,56420.0,-2835.85797119,21.0
86,211,35,50020.0,56460.0,-2783.04867554,21.0
87,211,35,50060.0,56460.0,-2787.77493286,21.0
88,211,35,50100.0,56460.0,-2792.19216919,21.0
89,211,35,50140.0,56460.0,-2796.51190186,21.0
90,211,35,50180.0,56460.0,-2800.79760742,21.0
91,211,35,50220.0,56460.0,-2805.28173828,21.0
92,211,35,50260.0,56460.0,-2810.02227783,21.0
93,211,35,50300.0,56460.0,-2814.8208313,21.0
94,211,35,50340.0,56460.0,-2819.58132935,21.0
95,211,35,50380.0,56460.0,-2824.44876099,21.0
96,211,35,50420.0,56460.0,-2829.28536987,21.0
86,212,35,50020.0,56500.0,-2781.11517334,21.0
87,212,35,50060.0,56500.0,-2785.81011963,21.0
88,212,35,50100.0,56500.0,-2790.36495972,21.0
89,212,35,50140.0,56500.0,-2794.67495728,21.0
90,212,35,50180.0,56500.0,-2798.92559814,21.0
91,212,35,50220.0,56500.0,-2803.45379639,21.0
92,212,35,50260.0,56500.0,-2808.23562622,21.0
93,212,35,50300.0,56500.0,-2813.17980957,21.0
94,212,35,50340.0,56500.0,-2818.07855225,21.0
86,213,35,50020.0,56540.0,-2779.60708618,21.0
87,213,35,50060.0,56540.0,-2783.71286011,21.0
88,213,35,50100.0,56540.0,-2788.26895142,21.0
89,213,35,50140.0,56540.0,-2792.67929077,21.0
90,213,35,50180.0,56540.0,-2797.13745117,21.0
91,213,35,50220.0,56540.0,-2801.82455444,21.0
92,213,35,50260.0,56540.0,-2806.60409546,21.0
93,213,35,50300.0,56540.0,-2811.60272217,21.0
87,214,35,50060.0,56580.0,-2781.712677,21.0
88,214,35,50100.0,56580.0,-2786.21749878,21.0
89,214,35,50140.0,56580.0,-2790.78097534,21.0
90,214,35,50180.0,56580.0,-2795.53967285,21.0
91,214,35,50220.0,56580.0,-2800.33825684,21.0
92,214,35,50260.0,56580.0,-2805.09069824,21.0
87,215,35,50060.0,56620.0,-2779.87756348,21.0
88,215,35,50100.0,56620.0,-2784.46951294,21.0
89,215,35,50140.0,56620.0,-2789.1340332,21.0
90,215,35,50180.0,56620.0,-2794.012146,21.0
91,215,35,50220.0,56620.0,-2798.82879639,21.0
87,216,35,50060.0,56660.0,-2778.41763306,21.0
88,216,35,50100.0,56660.0,-2782.76870728,21.0
89,216,35,50140.0,56660.0,-2787.56896973,21.0
90,216,35,50180.0,56660.0,-2792.42687988,21.0
88,217,35,50100.0,56700.0,-2780.99530029,21.0
89,217,35,50140.0,56700.0,-2785.93908691,21.0
88,218,35,50100.0,56740.0,-2779.802948,21.0
43,48,34,48300.0,49940.0,-2847.35675049,20.0
44,48,34,48340.0,49940.0,-2856.82763672,20.0
45,48,34,48380.0,49940.0,-2868.06900024,20.0
46,48,34,48420.0,49940.0,-2881.25213623,20.0
47,48,34,48460.0,49940.0,-2891.23922729,20.0
48,48,34,48500.0,49940.0,-2899.10946655,19.0
49,48,34,48540.0,49940.0,-2904.38375854,20.0
50,48,34,48580.0,49940.0,-2912.49023438,20.0
51,48,34,48620.0,49940.0,-2918.94024658,20.0
52,48,34,48660.0,49940.0,-2923.68139648,20.0
53,48,34,48700.0,49940.0,-2929.30886841,20.0
54,48,34,48740.0,49940.0,-2936.2194519,20.0
39,49,34,48140.0,49980.0,-2854.66516113,20.0
40,49,34,48180.0,49980.0,-2860.42831421,20.0
41,49,34,48220.0,49980.0,-2854.66882324,18.0
42,49,34,48260.0,49980.0,-2822.31347656,20.0
43,49,34,48300.0,49980.0,-2830.54705811,20.0
44,49,34,48340.0,49980.0,-2838.28860474,20.0
45,49,34,48380.0,49980.0,-2847.47772217,20.0
46,49,34,48420.0,49980.0,-2860.16784668,20.0
47,49,34,48460.0,49980.0,-2872.31326294,20.0
48,49,34,48500.0,49980.0,-2881.8425293,20.0
49,49,34,48540.0,49980.0,-2887.73355103,20.0
50,49,34,48580.0,49980.0,-2888.75405884,20.0
51,49,34,48620.0,49980.0,-2899.15093994,20.0
52,49,34,48660.0,49980.0,-2908.12509155,20.0
53,49,34,48700.0,49980.0,-2914.40087891,20.0
54,49,34,48740.0,49980.0,-2919.80386353,20.0
55,49,34,48780.0,49980.0,-2924.59985352,20.0
56,49,34,48820.0,49980.0,-2928.31369019,20.0
57,49,34,48860.0,49980.0,-2931.80563354,20.0
58,49,34,48900.0,49980.0,-2935.68676758,20.0
59,49,34,48940.0,49980.0,-2939.17501831,20.0
60,49,34,48980.0,49980.0,-2942.8163147,20.0
61,49,34,49020.0,49980.0,-2946.05691528,20.0
62,49,34,49060.0,49980.0,-2949.3097229,20.0
63,49,34,49100.0,49980.0,-2953.82727051,20.0
36,50,34,48020.0,50020.0,-2839.95309448,20.0
37,50,34,48060.0,50020.0,-2844.2557373,20.0
38,50,34,48100.0,50020.0,-2849.74975586,20.0
39,50,34,48140.0,50020.0,-2856.00921631,20.0
40,50,34,48180.0,50020.0,-2862.26733398,20.0
42,50,34,48260.0,50020.0,-2813.41305542,20.0
43,50,34,48300.0,50020.0,-2815.09814453,20.0
44,50,34,48340.0,50020.0,-2822.36795044,20.0
45,50,34,48380.0,50020.0,-2830.72686768,20.0
46,50,34,48420.0,50020.0,-2841.5038147,20.0
47,50,34,48460.0,50020.0,-2852.75149536,20.0
48,50,34,48500.0,50020.0,-2862.44537354,20.0
49,50,34,48540.0,50020.0,-2871.44128418,20.0
50,50,34,48580.0,50020.0,-2878.81866455,20.0
51,50,34,48620.0,50020.0,-2877.41659546,20.0
52,50,34,48660.0,50020.0,-2886.51272583,20.0
53,50,34,48700.0,50020.0,-2894.59698486,20.0
54,50,34,48740.0,50020.0,-2898.81295776,20.0
55,50,34,48780.0,50020.0,-2903.02786255,20.0
56,50,34,48820.0,50020.0,-2906.83853149,20.0
57,50,34,48860.0,50020.0,-2909.97634888,20.0
58,50,34,48900.0,50020.0,-2912.75064087,20.0
59,50,34,48940.0,50020.0,-2916.13397217,20.0
60,50,34,48980.0,50020.0,-2920.44915771,20.0
61,50,34,49020.0,50020.0,-2924.5791626,20.0
62,50,34,49060.0,50020.0,-2928.64782715,20.0
63,50,34,49100.0,50020.0,-2934.03149414,20.0
64,50,34,49140.0,50020.0,-2939.91186523,20.0
65,50,34,49180.0,50020.0,-2945.08813477,20.0
66,50,34,49220.0,50020.0,-2948.38320923,20.0
67,50,34,49260.0,50020.0,-2950.26000977,20.0
68,50,34,49300.0,50020.0,-2952.23013306,20.0
69,50,34,49340.0,50020.0,-2953.37145996,20.0
70,50,34,49380.0,50020.0,-2953.90014648,20.0
71,50,34,49420.0,50020.0,-2955.45062256,20.0
72,50,34,49460.0,50020.0,-2957.12988281,20.0
73,50,34,49500.0,50020.0,-2957.89129639,20.0
74,50,34,49540.0,50020.0,-2958.95196533,20.0
75,50,34,49580.0,50020.0,-2962.56784058,20.0
34,51,34,47940.0,50060.0,-2834.7539978,20.0
35,51,34,47980.0,50060.0,-2840.3397522,20.0
36,51,34,48020.0,50060.0,-2843.45578003,20.0
37,51,34,48060.0,50060.0,-2846.51065063,20.0
38,51,34,48100.0,50060.0,-2851.2166748,20.0
39,51,34,48140.0,50060.0,-2857.53033447,20.0
40,51,34,48180.0,50060.0,-2864.28137207,20.0
41,51,34,48220.0,50060.0,-2832.36260986,20.0
42,51,34,48260.0,50060.0,-2828.62442017,20.0
43,51,34,48300.0,50060.0,-2806.22488403,20.0
44,51,34,48340.0,50060.0,-2808.9442749,20.0
45,51,34,48380.0,50060.0,-2817.43447876,20.0
46,51,34,48420.0,50060.0,-2826.54870605,20.0
47,51,34,48460.0,50060.0,-2835.96658325,20.0
48,51,34,48500.0,50060.0,-2845.2008667,20.0
49,51,34,48540.0,50060.0,-2853.85961914,20.0
50,51,34,48580.0,50060.0,-2863.10592651,20.0
51,51,34,48620.0,50060.0,-2871.4102478,20.0
52,51,34,48660.0,50060.0,-2866.41882324,20.0
53,51,34,48700.0,50060.0,-2874.97680664,20.0
54,51,34,48740.0,50060.0,-2879.09963989,20.0
55,51,34,48780.0,50060.0,-2882.93603516,20.0
56,51,34,48820.0,50060.0,-2886.5687561,20.0
57,51,34,48860.0,50060.0,-2889.27786255,20.0
58,51,34,48900.0,50060.0,-2891.70782471,20.0
59,51,34,48940.0,50060.0,-2894.625,20.0
60,51,34,48980.0,50060.0,-2897.69546509,20.0
61,51,34,49020.0,50060.0,-2900.92828369,20.0
62,51,34,49060.0,50060.0,-2905.00305176,20.0
63,51,34,49100.0,50060.0,-2910.55892944,20.0
64,51,34,49140.0,50060.0,-2916.7328186,20.0
65,51,34,49180.0,50060.0,-2921.82049561,20.0
66,51,34,49220.0,50060.0,-2925.7003479,20.0
67,51,34,49260.0,50060.0,-2928.63479614,20.0
68,51,34,49300.0,50060.0,-2931.04672241,20.0
69,51,34,49340.0,50060.0,-2932.18301392,20.0
70,51,34,49380.0,50060.0,-2932.5958252,20.0
71,51,34,49420.0,50060.0,-2934.90460205,20.0
72,51,34,49460.0,50060.0,-2937.42572021,20.0
73,51,34,49500.0,50060.0,-2938.40185547,20.0
74,51,34,49540.0,50060.0,-2939.89892578,20.0
75,51,34,49580.0,50060.0,-2943.44940186,20.0
76,51,34,49620.0,50060.0,-2948.43582153,20.0
77,51,34,49660.0,50060.0,-2952.79376221,20.0
78,51,34,49700.0,50060.0,-2957.43844604,20.0
79,51,34,49740.0,50060.0,-2963.48690796,20.0
32,52,34,47860.0,50100.0,-2836.45928955,20.0
33,52,34,47900.0,50100.0,-2840.23696899,20.0
34,52,34,47940.0,50100.0,-2843.42471313,20.0
35,52,34,47980.0,50100.0,-2846.8694458,20.0
36,52,34,48020.0,50100.0,-2848.34646606,20.0
37,52,34,48060.0,50100.0,-2850.27572632,20.0
38,52,34,48100.0,50100.0,-2853.51239014,20.0
39,52,34,48140.0,50100.0,-2859.45773315,20.0
41,52,34,48220.0,50100.0,-2828.07873535,20.0
42,52,34,48260.0,50100.0,-2824.68502808,20.0
43,52,34,48300.0,50100.0,-2821.878479,20.0
44,52,34,48340.0,50100.0,-2799.89578247,20.0
45,52,34,48380.0,50100.0,-2804.87863159,20.0
46,52,34,48420.0,50100.0,-2813.19418335,20.0
47,52,34,48460.0,50100.0,-2822.07440186,20.0
48,52,34,48500.0,50100.0,-2830.9347229,20.0
49,52,34,48540.0,50100.0,-2839.17388916,20.0
50,52,34,48580.0,50100.0,-2848.40914917,20.0
51,52,34,48620.0,50100.0,-2857.68954468,20.0
52,52,34,48660.0,50100.0,-2865.16043091,20.0
53,52,34,48700.0,50100.0,-2869.0763855,22.0
54,52,34,48740.0,50100.0,-2860.43450928,20.0
55,52,34,48780.0,50100.0,-2864.34936523,20.0
56,52,34,48820.0,50100.0,-2867.77423096,20.0
57,52,34,48860.0,50100.0,-2869.72775269,20.0
58,52,34,48900.0,50100.0,-2871.94241333,20.0
59,52,34,48940.0,50100.0,-2874.36566162,20.0
60,52,34,48980.0,50100.0,-2876.86148071,20.0
61,52,34,49020.0,50100.0,-2879.98669434,20.0
62,52,34,49060.0,50100.0,-2883.82922363,20.0
63,52,34,49100.0,50100.0,-2888.61764526,20.0
64,52,34,49140.0,50100.0,-2894.13424683,20.0
65,52,34,49180.0,50100.0,-2899.00643921,20.0
66,52,34,49220.0,50100.0,-2903.17581177,20.0
67,52,34,49260.0,50100.0,-2906.62265015,20.0
68,52,34,49300.0,50100.0,-2909.36965942,20.0
69,52,34,49340.0,50100.0,-2910.69219971,20.0
70,52,34,49380.0,50100.0,-2911.24667358,20.0
71,52,34,49420.0,50100.0,-2913.28445435,20.0
72,52,34,49460.0,50100.0,-2915.63790894,20.0
73,52,34,49500.0,50100.0,-2916.59088135,20.0
74,52,34,49540.0,50100.0,-2917.80487061,20.0
75,52,34,49580.0,50100.0,-2920.69604492,20.0
76,52,34,49620.0,50100.0,-2924.53240967,20.0
77,52,34,49660.0,50100.0,-2929.83413696,20.0
78,52,34,49700.0,50100.0,-2936.86126709,20.0
79,52,34,49740.0,50100.0,-2944.5435791,20.0
80,52,34,49780.0,50100.0,-2951.64044189,20.0
81,52,34,49820.0,50100.0,-2957.97680664,20.0
82,52,34,49860.0,50100.0,-2963.48175049,20.0
31,53,34,47820.0,50140.0,-2841.64956665,20.0
32,53,34,47860.0,50140.0,-2846.73193359,20.0
33,53,34,47900.0,50140.0,-2852.71316528,20.0
34,53,34,47940.0,50140.0,-2856.98959351,20.0
35,53,34,47980.0,50140.0,-2858.27697754,20.0
36,53,34,48020.0,50140.0,-2856.5574646,20.0
37,53,34,48060.0,50140.0,-2856.63977051,20.0
38,53,34,48100.0,50140.0,-2858.79492188,20.0
39,53,34,48140.0,50140.0,-2863.18637085,20.0
40,53,34,48180.0,50140.0,-2826.26339722,20.0
41,53,34,48220.0,50140.0,-2823.73153687,20.0
42,53,34,48260.0,50140.0,-2821.0944519,20.0
43,53,34,48300.0,50140.0,-2818.84381104,20.0
44,53,34,48340.0,50140.0,-2817.16442871,20.0
45,53,34,48380.0,50140.0,-2794.59390259,20.0
46,53,34,48420.0,50140.0,-2800.90014648,20.0
47,53,34,48460.0,50140.0,-2809.03115845,20.0
48,53,34,48500.0,50140.0,-2817.13043213,20.0
49,53,34,48540.0,50140.0,-2825.31509399,20.0
50,53,34,48580.0,50140.0,-2834.384552,20.0
51,53,34,48620.0,50140.0,-2842.8637085,20.0
52,53,34,48660.0,50140.0,-2849.13388062,20.0
53,53,34,48700.0,50140.0,-2854.82675171,20.0
54,53,34,48740.0,50140.0,-2860.45114136,20.0
56,53,34,48820.0,50140.0,-2851.39334106,20.0
57,53,34,48860.0,50140.0,-2851.32620239,20.0
58,53,34,48900.0,50140.0,-2853.5657959,20.0
59,53,34,48940.0,50140.0,-2856.1366272,20.0
60,53,34,48980.0,50140.0,-2854.34719849,19.0
61,53,34,49020.0,50140.0,-2860.41552734,20.0
62,53,34,49060.0,50140.0,-2863.27615356,20.0
63,53,34,49100.0,50140.0,-2863.34576416,19.0
64,53,34,49140.0,50140.0,-2868.99520874,19.0
65,53,34,49180.0,50140.0,-2877.65658569,20.0
66,53,34,49220.0,50140.0,-2881.43411255,20.0
67,53,34,49260.0,50140.0,-2884.67950439,20.0
68,53,34,49300.0,50140.0,-2887.51754761,20.0
69,53,34,49340.0,50140.0,-2889.11801147,20.0
70,53,34,49380.0,50140.0,-2890.28198242,20.0
71,53,34,49420.0,50140.0,-2892.36569214,20.0
72,53,34,49460.0,50140.0,-2894.76940918,20.0
73,53,34,49500.0,50140.0,-2896.75653076,20.0
74,53,34,49540.0,50140.0,-2898.37225342,20.0
75,53,34,49580.0,50140.0,-2900.53213501,20.0
76,53,34,49620.0,50140.0,-2903.45565796,20.0
77,53,34,49660.0,50140.0,-2908.70098877,20.0
78,53,34,49700.0,50140.0,-2916.15942383,20.0
79,53,34,49740.0,50140.0,-2923.60134888,20.0
80,53,34,49780.0,50140.0,-2930.32226562,20.0
81,53,34,49820.0,50140.0,-2937.21524048,20.0
82,53,34,49860.0,50140.0,-2943.95669556,20.0
83,53,34,49900.0,50140.0,-2949.2628479,20.0
84,53,34,49940.0,50140.0,-2953.76403809,20.0
85,53,34,49980.0,50140.0,-2957.78851318,20.0
29,54,34,47740.0,50180.0,-2839.37164307,20.0
30,54,34,47780.0,50180.0,-2845.4487915,20.0
31,54,34,47820.0,50180.0,-2851.91836548,20.0
32,54,34,47860.0,50180.0,-2858.7741394,20.0
33,54,34,47900.0,50180.0,-2865.76257324,20.0
34,54,34,47940.0,50180.0,-2870.93649292,20.0
35,54,34,47980.0,50180.0,-2870.48620605,20.0
36,54,34,48020.0,50180.0,-2865.98455811,20.0
37,54,34,48060.0,50180.0,-2864.78713989,20.0
38,54,34,48100.0,50180.0,-2866.5614624,20.0
39,54,34,48140.0,50180.0,-2824.39013672,20.0
40,54,34,48180.0,50180.0,-2822.43887329,20.0
41,54,34,48220.0,50180.0,-2820.25341797,20.0
42,54,34,48260.0,50180.0,-2817.67572021,20.0
43,54,34,48300.0,50180.0,-2815.64276123,20.0
44,54,34,48340.0,50180.0,-2813.97119141,20.0
45,54,34,48380.0,50180.0,-2811.92507935,20.0
46,54,34,48420.0,50180.0,-2790.05209351,20.0
47,54,34,48460.0,50180.0,-2797.06903076,20.0
48,54,34,48500.0,50180.0,-2804.06130981,20.0
49,54,34,48540.0,50180.0,-2811.56863403,20.0
50,54,34,48580.0,50180.0,-2819.95584106,20.0
51,54,34,48620.0,50180.0,-2826.69433594,20.0
52,54,34,48660.0,50180.0,-2831.76504517,20.0
53,54,34,48700.0,50180.0,-2837.14541626,20.0
54,54,34,48740.0,50180.0,-2843.74356079,20.0
55,54,34,48780.0,50180.0,-2849.09518433,20.0
56,54,34,48820.0,50180.0,-2851.322052,20.0
57,54,34,48860.0,50180.0,-2851.88427734,20.0
59,54,34,48940.0,50180.0,-2839.85900879,20.0
60,54,34,48980.0,50180.0,-2841.22402954,20.0
61,54,34,49020.0,50180.0,-2841.7507019,20.0
62,54,34,49060.0,50180.0,-2843.51473999,20.0
63,54,34,49100.0,50180.0,-2847.29821777,20.0
64,54,34,49140.0,50180.0,-2852.77105713,20.0
65,54,34,49180.0,50180.0,-2856.90740967,20.0
66,54,34,49220.0,50180.0,-2856.34210205,19.0
67,54,34,49260.0,50180.0,-2856.10784912,18.0
68,54,34,49300.0,50180.0,-2858.24377441,18.0
69,54,34,49340.0,50180.0,-2858.92565918,18.0
70,54,34,49380.0,50180.0,-2860.19326782,18.0
71,54,34,49420.0,50180.0,-2861.64764404,18.0
72,54,34,49460.0,50180.0,-2874.74966431,20.0
73,54,34,49500.0,50180.0,-2877.07049561,20.0
74,54,34,49540.0,50180.0,-2879.35797119,20.0
75,54,34,49580.0,50180.0,-2882.43386841,20.0
76,54,34,49620.0,50180.0,-2879.85546875,19.0
77,54,34,49660.0,50180.0,-2891.34927368,20.0
78,54,34,49700.0,50180.0,-2897.14376831,20.0
79,54,34,49740.0,50180.0,-2903.22375488,20.0
80,54,34,49780.0,50180.0,-2908.36291504,20.0
81,54,34,49820.0,50180.0,-2914.81289673,20.0
82,54,34,49860.0,50180.0,-2921.972229,20.0
83,54,34,49900.0,50180.0,-2928.17294312,20.0
84,54,34,49940.0,50180.0,-2933.90588379,20.0
85,54,34,49980.0,50180.0,-2939.27844238,20.0
86,54,34,50020.0,50180.0,-2944.02990723,20.0
87,54,34,50060.0,50180.0,-2948.90127563,20.0
27,55,34,47660.0,50220.0,-2833.84988403,20.0
28,55,34,47700.0,50220.0,-2840.32632446,20.0
29,55,34,47740.0,50220.0,-2847.87109375,20.0
30,55,34,47780.0,50220.0,-2855.00717163,20.0
31,55,34,47820.0,50220.0,-2862.10220337,20.0
32,55,34,47860.0,50220.0,-2869.6572876,20.0
33,55,34,47900.0,50220.0,-2876.33206177,20.0
34,55,34,47940.0,50220.0,-2879.62380981,20.0
