i_index unit1 scale1,j_index unit1 scale1,k_index unit1 scale1,x_coord unit1 scale1,y_coord unit1 scale1,z_coord unit1 scale1,Zones(hierarchy) unit1 scale1
47,88,37,48460.0,51540.0,-2719.34881592,23.0
48,88,37,48500.0,51540.0,-2723.52349854,23.0
49,88,37,48540.0,51540.0,-2726.98623657,23.0
50,88,37,48580.0,51540.0,-2730.02456665,23.0
51,88,37,48620.0,51540.0,-2732.84494019,23.0
52,88,37,48660.0,51540.0,-2734.68695068,23.0
53,88,37,48700.0,51540.0,-2737.74960327,23.0
54,88,37,48740.0,51540.0,-2743.41418457,23.0
55,88,37,48780.0,51540.0,-2750.0168457,23.0
56,88,37,48820.0,51540.0,-2756.46176147,23.0
57,88,37,48860.0,51540.0,-2761.90713501,23.0
58,88,37,48900.0,51540.0,-2766.87036133,23.0
59,88,37,48940.0,51540.0,-2769.99008179,23.0
60,88,37,48980.0,51540.0,-2767.04504395,23.0
81,88,37,49820.0,51540.0,-2803.27249146,23.0
82,88,37,49860.0,51540.0,-2796.80358887,23.0
83,88,37,49900.0,51540.0,-2802.18597412,23.0
84,88,37,49940.0,51540.0,-2804.83001709,23.0
85,88,37,49980.0,51540.0,-2807.60299683,23.0
86,88,37,50020.0,51540.0,-2811.37762451,23.0
87,88,37,50060.0,51540.0,-2816.71862793,23.0
88,88,37,50100.0,51540.0,-2822.63833618,23.0
89,88,37,50140.0,51540.0,-2829.01663208,23.0
90,88,37,50180.0,51540.0,-2835.53594971,23.0
91,88,37,50220.0,51540.0,-2835.06323242,21.0
92,88,37,50260.0,51540.0,-2852.74038696,23.0
93,88,37,50300.0,51540.0,-2863.16622925,23.0
94,88,37,50340.0,51540.0,-2872.75604248,23.0
95,88,37,50380.0,51540.0,-2883.0743103,23.0
96,88,37,50420.0,51540.0,-2894.34265137,23.0
97,88,37,50460.0,51540.0,-2904.80941772,23.0
98,88,37,50500.0,51540.0,-2913.53991699,23.0
99,88,37,50540.0,51540.0,-2920.87057495,23.0
100,88,37,50580.0,51540.0,-2926.95892334,23.0
101,88,37,50620.0,51540.0,-2931.98962402,23.0
102,88,37,50660.0,51540.0,-2936.34616089,23.0
103,88,37,50700.0,51540.0,-2939.98049927,23.0
104,88,37,50740.0,51540.0,-2943.36325073,23.0
105,88,37,50780.0,51540.0,-2943.34024048,23.0
112,88,37,51060.0,51540.0,-2835.64682007,23.0
113,88,37,51100.0,51540.0,-2837.48059082,23.0
114,88,37,51140.0,51540.0,-2840.32214355,23.0
115,88,37,51180.0,51540.0,-2844.00622559,23.0
116,88,37,51220.0,51540.0,-2847.86965942,23.0
117,88,37,51260.0,51540.0,-2853.92745972,23.0
118,88,37,51300.0,51540.0,-2862.08612061,23.0
119,88,37,51340.0,51540.0,-2870.61828613,23.0
120,88,37,51380.0,51540.0,-2879.18377686,23.0
121,88,37,51420.0,51540.0,-2886.92010498,23.0
122,88,37,51460.0,51540.0,-2894.43600464,23.0
123,88,37,51500.0,51540.0,-2902.18179321,23.0
124,88,37,51540.0,51540.0,-2909.80899048,23.0
125,88,37,51580.0,51540.0,-2918.23242188,23.0
40,89,37,48180.0,51580.0,-2678.04367065,23.0
41,89,37,48220.0,51580.0,-2686.40374756,23.0
42,89,37,48260.0,51580.0,-2694.98797607,23.0
43,89,37,48300.0,51580.0,-2702.78329468,23.0
44,89,37,48340.0,51580.0,-2709.77392578,23.0
45,89,37,48380.0,51580.0,-2714.10772705,23.0
46,89,37,48420.0,51580.0,-2717.35342407,23.0
47,89,37,48460.0,51580.0,-2721.63269043,23.0
48,89,37,48500.0,51580.0,-2725.81420898,23.0
49,89,37,48540.0,51580.0,-2729.62765503,23.0
50,89,37,48580.0,51580.0,-2733.881073,23.0
51,89,37,48620.0,51580.0,-2738.1789856,23.0
52,89,37,48660.0,51580.0,-2742.91409302,23.0
53,89,37,48700.0,51580.0,-2748.65856934,23.0
54,89,37,48740.0,51580.0,-2754.93737793,23.0
55,89,37,48780.0,51580.0,-2761.36169434,23.0
56,89,37,48820.0,51580.0,-2766.90075684,23.0
57,89,37,48860.0,51580.0,-2768.15286255,23.0
65,89,37,49180.0,51580.0,-2690.11248779,23.0
66,89,37,49220.0,51580.0,-2688.00808716,23.0
67,89,37,49260.0,51580.0,-2686.77157593,23.0
68,89,37,49300.0,51580.0,-2686.03167725,23.0
69,89,37,49340.0,51580.0,-2686.10006714,23.0
70,89,37,49380.0,51580.0,-2687.09869385,23.0
71,89,37,49420.0,51580.0,-2689.43722534,23.0
72,89,37,49460.0,51580.0,-2694.2048645,23.0
73,89,37,49500.0,51580.0,-2698.93591309,23.0
74,89,37,49540.0,51580.0,-2702.80282593,23.0
75,89,37,49580.0,51580.0,-2707.40274048,23.0
76,89,37,49620.0,51580.0,-2712.67098999,23.0
77,89,37,49660.0,51580.0,-2718.03927612,23.0
78,89,37,49700.0,51580.0,-2725.09432983,23.0
83,89,37,49900.0,51580.0,-2795.18502808,23.0
84,89,37,49940.0,51580.0,-2798.46594238,23.0
85,89,37,49980.0,51580.0,-2801.78585815,23.0
86,89,37,50020.0,51580.0,-2805.83511353,23.0
87,89,37,50060.0,51580.0,-2811.21972656,23.0
88,89,37,50100.0,51580.0,-2815.84317017,23.0
89,89,37,50140.0,51580.0,-2820.73751831,23.0
90,89,37,50180.0,51580.0,-2827.16622925,23.0
91,89,37,50220.0,51580.0,-2833.30117798,23.0
92,89,37,50260.0,51580.0,-2839.40847778,23.0
93,89,37,50300.0,51580.0,-2844.24703979,23.0
94,89,37,50340.0,51580.0,-2855.08868408,22.0
95,89,37,50380.0,51580.0,-2872.85699463,23.0
96,89,37,50420.0,51580.0,-2885.58056641,23.0
97,89,37,50460.0,51580.0,-2896.44277954,23.0
98,89,37,50500.0,51580.0,-2905.46838379,23.0
99,89,37,50540.0,51580.0,-2913.10238647,23.0
100,89,37,50580.0,51580.0,-2919.53643799,23.0
101,89,37,50620.0,51580.0,-2924.93386841,23.0
102,89,37,50660.0,51580.0,-2929.23397827,23.0
103,89,37,50700.0,51580.0,-2933.13720703,23.0
104,89,37,50740.0,51580.0,-2937.55752563,23.0
105,89,37,50780.0,51580.0,-2941.50244141,23.0
106,89,37,50820.0,51580.0,-2943.27633667,23.0
107,89,37,50860.0,51580.0,-2938.53982544,23.0
113,89,37,51100.0,51580.0,-2837.73190308,23.0
114,89,37,51140.0,51580.0,-2839.98907471,23.0
115,89,37,51180.0,51580.0,-2842.46130371,23.0
116,89,37,51220.0,51580.0,-2845.72488403,23.0
117,89,37,51260.0,51580.0,-2851.48214722,23.0
118,89,37,51300.0,51580.0,-2858.85339355,23.0
119,89,37,51340.0,51580.0,-2866.36990356,23.0
120,89,37,51380.0,51580.0,-2873.85098267,23.0
121,89,37,51420.0,51580.0,-2881.10913086,23.0
122,89,37,51460.0,51580.0,-2888.90847778,23.0
123,89,37,51500.0,51580.0,-2896.88070679,23.0
124,89,37,51540.0,51580.0,-2905.03991699,23.0
125,89,37,51580.0,51580.0,-2913.69094849,23.0
40,90,37,48180.0,51620.0,-2679.62249756,23.0
41,90,37,48220.0,51620.0,-2688.28085327,23.0
42,90,37,48260.0,51620.0,-2697.45623779,23.0
43,90,37,48300.0,51620.0,-2705.5050354,23.0
44,90,37,48340.0,51620.0,-2712.2477417,23.0
45,90,37,48380.0,51620.0,-2716.35137939,23.0
46,90,37,48420.0,51620.0,-2718.90866089,23.0
47,90,37,48460.0,51620.0,-2722.50634766,23.0
48,90,37,48500.0,51620.0,-2726.95922852,23.0
49,90,37,48540.0,51620.0,-2732.19927979,23.0
50,90,37,48580.0,51620.0,-2738.27041626,23.0
51,90,37,48620.0,51620.0,-2744.78811646,23.0
52,90,37,48660.0,51620.0,-2751.84436035,23.0
53,90,37,48700.0,51620.0,-2758.72241211,23.0
54,90,37,48740.0,51620.0,-2763.70706177,23.0
61,90,37,49020.0,51620.0,-2689.71817017,23.0
62,90,37,49060.0,51620.0,-2690.98147583,23.0
63,90,37,49100.0,51620.0,-2692.44281006,23.0
64,90,37,49140.0,51620.0,-2691.13638306,23.0
65,90,37,49180.0,51620.0,-2687.394104,23.0
66,90,37,49220.0,51620.0,-2685.24478149,23.0
67,90,37,49260.0,51620.0,-2684.66461182,23.0
68,90,37,49300.0,51620.0,-2684.24356079,23.0
69,90,37,49340.0,51620.0,-2684.43395996,23.0
70,90,37,49380.0,51620.0,-2685.58959961,23.0
71,90,37,49420.0,51620.0,-2689.3343811,23.0
72,90,37,49460.0,51620.0,-2695.39169312,23.0
73,90,37,49500.0,51620.0,-2699.54852295,23.0
74,90,37,49540.0,51620.0,-2702.43429565,23.0
75,90,37,49580.0,51620.0,-2706.84500122,23.0
76,90,37,49620.0,51620.0,-2711.98748779,23.0
77,90,37,49660.0,51620.0,-2716.31195068,23.0
78,90,37,49700.0,51620.0,-2719.89569092,23.0
79,90,37,49740.0,51620.0,-2723.59957886,23.0
80,90,37,49780.0,51620.0,-2728.95672607,23.0
81,90,37,49820.0,51620.0,-2734.21112061,23.0
85,90,37,49980.0,51620.0,-2796.12963867,23.0
86,90,37,50020.0,51620.0,-2801.03955078,23.0
87,90,37,50060.0,51620.0,-2806.68649292,23.0
88,90,37,50100.0,51620.0,-2810.73999023,23.0
89,90,37,50140.0,51620.0,-2814.83383179,23.0
90,90,37,50180.0,51620.0,-2820.56445312,23.0
91,90,37,50220.0,51620.0,-2826.5078125,23.0
92,90,37,50260.0,51620.0,-2832.34686279,23.0
93,90,37,50300.0,51620.0,-2838.72900391,23.0
94,90,37,50340.0,51620.0,-2846.10772705,23.0
95,90,37,50380.0,51620.0,-2852.61862183,23.0
96,90,37,50420.0,51620.0,-2863.63977051,21.0
97,90,37,50460.0,51620.0,-2888.26116943,23.0
98,90,37,50500.0,51620.0,-2897.42803955,23.0
99,90,37,50540.0,51620.0,-2905.48483276,23.0
100,90,37,50580.0,51620.0,-2912.39077759,23.0
101,90,37,50620.0,51620.0,-2918.06951904,23.0
102,90,37,50660.0,51620.0,-2922.71240234,23.0
103,90,37,50700.0,51620.0,-2927.80096436,23.0
104,90,37,50740.0,51620.0,-2933.69400024,23.0
105,90,37,50780.0,51620.0,-2938.45474243,23.0
106,90,37,50820.0,51620.0,-2940.56704712,23.0
107,90,37,50860.0,51620.0,-2940.44119263,23.0
108,90,37,50900.0,51620.0,-2939.24023438,23.0
109,90,37,50940.0,51620.0,-2934.74468994,23.0
115,90,37,51180.0,51620.0,-2842.94943237,23.0
116,90,37,51220.0,51620.0,-2846.22772217,23.0
117,90,37,51260.0,51620.0,-2851.35314941,23.0
118,90,37,51300.0,51620.0,-2857.30874634,23.0
119,90,37,51340.0,51620.0,-2863.27127075,23.0
120,90,37,51380.0,51620.0,-2869.32333374,23.0
121,90,37,51420.0,51620.0,-2876.00994873,23.0
122,90,37,51460.0,51620.0,-2883.92294312,23.0
123,90,37,51500.0,51620.0,-2891.79840088,23.0
124,90,37,51540.0,51620.0,-2899.99291992,23.0
125,90,37,51580.0,51620.0,-2908.72418213,23.0
41,91,37,48220.0,51660.0,-2688.58084106,23.0
42,91,37,48260.0,51660.0,-2697.69174194,23.0
43,91,37,48300.0,51660.0,-2706.34170532,23.0
44,91,37,48340.0,51660.0,-2713.41275024,23.0
45,91,37,48380.0,51660.0,-2717.19607544,23.0
46,91,37,48420.0,51660.0,-2718.93405151,23.0
47,91,37,48460.0,51660.0,-2722.20431519,23.0
48,91,37,48500.0,51660.0,-2727.38748169,23.0
49,91,37,48540.0,51660.0,-2734.83737183,23.0
50,91,37,48580.0,51660.0,-2743.19448853,23.0
51,91,37,48620.0,51660.0,-2751.1960144,23.0
52,91,37,48660.0,51660.0,-2757.73898315,23.0
58,91,37,48900.0,51660.0,-2685.31439209,23.0
59,91,37,48940.0,51660.0,-2686.51678467,23.0
60,91,37,48980.0,51660.0,-2687.45773315,23.0
61,91,37,49020.0,51660.0,-2688.07388306,23.0
62,91,37,49060.0,51660.0,-2689.24230957,23.0
63,91,37,49100.0,51660.0,-2691.15640259,23.0
64,91,37,49140.0,51660.0,-2690.27017212,23.0
65,91,37,49180.0,51660.0,-2686.27316284,23.0
66,91,37,49220.0,51660.0,-2683.64331055,23.0
67,91,37,49260.0,51660.0,-2683.08947754,23.0
68,91,37,49300.0,51660.0,-2682.65606689,23.0
69,91,37,49340.0,51660.0,-2682.63882446,23.0
70,91,37,49380.0,51660.0,-2683.77966309,23.0
71,91,37,49420.0,51660.0,-2687.69754028,23.0
72,91,37,49460.0,51660.0,-2692.84155273,23.0
73,91,37,49500.0,51660.0,-2696.28543091,23.0
74,91,37,49540.0,51660.0,-2699.31283569,23.0
75,91,37,49580.0,51660.0,-2702.54025269,23.0
76,91,37,49620.0,51660.0,-2705.00109863,23.0
77,91,37,49660.0,51660.0,-2707.51168823,23.0
78,91,37,49700.0,51660.0,-2711.79849243,23.0
79,91,37,49740.0,51660.0,-2718.06723022,23.0
80,91,37,49780.0,51660.0,-2725.49380493,23.0
81,91,37,49820.0,51660.0,-2731.06430054,23.0
82,91,37,49860.0,51660.0,-2733.28128052,23.0
83,91,37,49900.0,51660.0,-2735.35348511,23.0
87,91,37,50060.0,51660.0,-2803.6366272,23.0
88,91,37,50100.0,51660.0,-2808.14547729,23.0
89,91,37,50140.0,51660.0,-2813.70007324,23.0
90,91,37,50180.0,51660.0,-2819.02087402,23.0
91,91,37,50220.0,51660.0,-2824.52383423,23.0
92,91,37,50260.0,51660.0,-2829.92388916,23.0
93,91,37,50300.0,51660.0,-2835.19329834,23.0
94,91,37,50340.0,51660.0,-2841.90692139,23.0
95,91,37,50380.0,51660.0,-2849.87857056,23.0
96,91,37,50420.0,51660.0,-2858.271698,23.0
97,91,37,50460.0,51660.0,-2864.00558472,20.0
98,91,37,50500.0,51660.0,-2875.97055054,21.0
99,91,37,50540.0,51660.0,-2898.40670776,23.0
100,91,37,50580.0,51660.0,-2905.84555054,23.0
101,91,37,50620.0,51660.0,-2911.95541382,23.0
102,91,37,50660.0,51660.0,-2917.37860107,23.0
103,91,37,50700.0,51660.0,-2923.85848999,23.0
104,91,37,50740.0,51660.0,-2930.98251343,23.0
105,91,37,50780.0,51660.0,-2935.90234375,23.0
106,91,37,50820.0,51660.0,-2937.57598877,23.0
107,91,37,50860.0,51660.0,-2937.48074341,23.0
108,91,37,50900.0,51660.0,-2936.66040039,23.0
109,91,37,50940.0,51660.0,-2936.08261108,23.0
110,91,37,50980.0,51660.0,-2935.58654785,23.0
111,91,37,51020.0,51660.0,-2934.32403564,23.0
117,91,37,51260.0,51660.0,-2850.73452759,23.0
118,91,37,51300.0,51660.0,-2855.22525024,23.0
119,91,37,51340.0,51660.0,-2860.49917603,23.0
120,91,37,51380.0,51660.0,-2865.88800049,23.0
121,91,37,51420.0,51660.0,-2871.26016235,23.0
122,91,37,51460.0,51660.0,-2878.10189819,23.0
123,91,37,51500.0,51660.0,-2885.92721558,23.0
124,91,37,51540.0,51660.0,-2894.59448242,23.0
125,91,37,51580.0,51660.0,-2904.15582275,23.0
41,92,37,48220.0,51700.0,-2689.58999634,23.0
42,92,37,48260.0,51700.0,-2697.58200073,23.0
43,92,37,48300.0,51700.0,-2706.14776611,23.0
44,92,37,48340.0,51700.0,-2713.91918945,23.0
45,92,37,48380.0,51700.0,-2717.59197998,23.0
46,92,37,48420.0,51700.0,-2718.50753784,23.0
47,92,37,48460.0,51700.0,-2721.47332764,23.0
48,92,37,48500.0,51700.0,-2727.38504028,23.0
49,92,37,48540.0,51700.0,-2736.10235596,23.0
50,92,37,48580.0,51700.0,-2746.03588867,23.0
55,92,37,48780.0,51700.0,-2680.06283569,23.0
56,92,37,48820.0,51700.0,-2681.76977539,23.0
57,92,37,48860.0,51700.0,-2683.06787109,23.0
58,92,37,48900.0,51700.0,-2684.15087891,23.0
59,92,37,48940.0,51700.0,-2685.12277222,23.0
60,92,37,48980.0,51700.0,-2686.09597778,23.0
61,92,37,49020.0,51700.0,-2686.79187012,23.0
62,92,37,49060.0,51700.0,-2687.62796021,23.0
63,92,37,49100.0,51700.0,-2688.91714478,23.0
64,92,37,49140.0,51700.0,-2689.00900269,23.0
65,92,37,49180.0,51700.0,-2685.92431641,23.0
66,92,37,49220.0,51700.0,-2683.01687622,23.0
67,92,37,49260.0,51700.0,-2681.25112915,24.0
68,92,37,49300.0,51700.0,-2681.67733765,23.0
69,92,37,49340.0,51700.0,-2680.99942017,23.0
70,92,37,49380.0,51700.0,-2681.33499146,23.0
71,92,37,49420.0,51700.0,-2683.20245361,23.0
72,92,37,49460.0,51700.0,-2685.85256958,23.0
73,92,37,49500.0,51700.0,-2689.03335571,23.0
74,92,37,49540.0,51700.0,-2692.59594727,23.0
75,92,37,49580.0,51700.0,-2694.31832886,23.0
76,92,37,49620.0,51700.0,-2693.95861816,23.0
77,92,37,49660.0,51700.0,-2695.99688721,23.0
78,92,37,49700.0,51700.0,-2702.44030762,23.0
79,92,37,49740.0,51700.0,-2709.90093994,23.0
80,92,37,49780.0,51700.0,-2717.05953979,23.0
81,92,37,49820.0,51700.0,-2723.25372314,23.0
82,92,37,49860.0,51700.0,-2727.86203003,23.0
83,92,37,49900.0,51700.0,-2731.6156311,23.0
84,92,37,49940.0,51700.0,-2732.79830933,23.0
85,92,37,49980.0,51700.0,-2737.32504272,23.0
90,92,37,50180.0,51700.0,-2820.69836426,23.0
91,92,37,50220.0,51700.0,-2825.81671143,23.0
92,92,37,50260.0,51700.0,-2830.93869019,23.0
93,92,37,50300.0,51700.0,-2835.16134644,23.0
94,92,37,50340.0,51700.0,-2840.42449951,23.0
95,92,37,50380.0,51700.0,-2848.12002563,23.0
96,92,37,50420.0,51700.0,-2856.55270386,23.0
97,92,37,50460.0,51700.0,-2864.31332397,23.0
98,92,37,50500.0,51700.0,-2871.93963623,23.0
99,92,37,50540.0,51700.0,-2879.45687866,21.0
100,92,37,50580.0,51700.0,-2899.91281128,23.0
101,92,37,50620.0,51700.0,-2906.8868103,23.0
102,92,37,50660.0,51700.0,-2913.37078857,23.0
103,92,37,50700.0,51700.0,-2920.92453003,23.0
104,92,37,50740.0,51700.0,-2928.73150635,23.0
105,92,37,50780.0,51700.0,-2933.10256958,23.0
106,92,37,50820.0,51700.0,-2934.0708313,23.0
107,92,37,50860.0,51700.0,-2934.20336914,23.0
108,92,37,50900.0,51700.0,-2934.01705933,23.0
109,92,37,50940.0,51700.0,-2934.14260864,23.0
110,92,37,50980.0,51700.0,-2934.38623047,23.0
111,92,37,51020.0,51700.0,-2933.97686768,23.0
112,92,37,51060.0,51700.0,-2933.07287598,23.0
113,92,37,51100.0,51700.0,-2931.86010742,23.0
118,92,37,51300.0,51700.0,-2853.56915283,23.0
119,92,37,51340.0,51700.0,-2858.64068604,23.0
120,92,37,51380.0,51700.0,-2863.84063721,23.0
121,92,37,51420.0,51700.0,-2867.99475098,23.0
122,92,37,51460.0,51700.0,-2873.10754395,23.0
123,92,37,51500.0,51700.0,-2880.61917114,23.0
124,92,37,51540.0,51700.0,-2889.98681641,23.0
125,92,37,51580.0,51700.0,-2899.98779297,23.0
41,93,37,48220.0,51740.0,-2692.18927002,23.0
42,93,37,48260.0,51740.0,-2699.20559692,23.0
43,93,37,48300.0,51740.0,-2707.13134766,23.0
44,93,37,48340.0,51740.0,-2714.96102905,23.0
45,93,37,48380.0,51740.0,-2719.04705811,23.0
46,93,37,48420.0,51740.0,-2719.1222229,23.0
47,93,37,48460.0,51740.0,-2721.76638794,23.0
48,93,37,48500.0,51740.0,-2729.86242676,23.0
49,93,37,48540.0,51740.0,-2736.47467041,23.0
53,93,37,48700.0,51740.0,-2674.71188354,23.0
54,93,37,48740.0,51740.0,-2676.765625,23.0
55,93,37,48780.0,51740.0,-2678.67153931,23.0
56,93,37,48820.0,51740.0,-2680.26617432,23.0
57,93,37,48860.0,51740.0,-2681.68307495,23.0
58,93,37,48900.0,51740.0,-2682.91976929,23.0
59,93,37,48940.0,51740.0,-2683.80511475,23.0
60,93,37,48980.0,51740.0,-2679.33728027,21.0
61,93,37,49020.0,51740.0,-2682.25765991,22.0
62,93,37,49060.0,51740.0,-2686.71572876,23.0
63,93,37,49100.0,51740.0,-2685.13821411,23.0
64,93,37,49140.0,51740.0,-2683.85327148,23.0
65,93,37,49180.0,51740.0,-2681.89611816,23.0
66,93,37,49220.0,51740.0,-2679.11138916,23.0
67,93,37,49260.0,51740.0,-2677.34979248,23.0
68,93,37,49300.0,51740.0,-2676.3223877,23.0
69,93,37,49340.0,51740.0,-2675.62338257,23.0
70,93,37,49380.0,51740.0,-2675.40286255,23.0
71,93,37,49420.0,51740.0,-2675.34008789,23.0
72,93,37,49460.0,51740.0,-2675.35546875,23.0
73,93,37,49500.0,51740.0,-2676.70986938,23.0
74,93,37,49540.0,51740.0,-2684.22567749,23.0
75,93,37,49580.0,51740.0,-2686.35195923,23.0
76,93,37,49620.0,51740.0,-2686.32669067,23.0
77,93,37,49660.0,51740.0,-2688.18035889,23.0
78,93,37,49700.0,51740.0,-2695.53549194,23.0
79,93,37,49740.0,51740.0,-2703.74032593,23.0
80,93,37,49780.0,51740.0,-2710.68395996,23.0
81,93,37,49820.0,51740.0,-2716.42614746,23.0
82,93,37,49860.0,51740.0,-2721.62304688,23.0
83,93,37,49900.0,51740.0,-2726.27474976,23.0
84,93,37,49940.0,51740.0,-2730.20834351,23.0
85,93,37,49980.0,51740.0,-2734.15081787,23.0
86,93,37,50020.0,51740.0,-2738.36331177,23.0
87,93,37,50060.0,51740.0,-2743.01025391,23.0
88,93,37,50100.0,51740.0,-2748.87939453,22.0
93,93,37,50300.0,51740.0,-2837.59799194,23.0
94,93,37,50340.0,51740.0,-2842.89157104,23.0
95,93,37,50380.0,51740.0,-2849.85662842,23.0
96,93,37,50420.0,51740.0,-2856.3951416,23.0
97,93,37,50460.0,51740.0,-2862.08544922,23.0
98,93,37,50500.0,51740.0,-2869.12884521,23.0
99,93,37,50540.0,51740.0,-2875.13204956,23.0
100,93,37,50580.0,51740.0,-2879.36749268,23.0
101,93,37,50620.0,51740.0,-2889.59481812,21.0
102,93,37,50660.0,51740.0,-2910.2119751,23.0
103,93,37,50700.0,51740.0,-2918.11187744,23.0
104,93,37,50740.0,51740.0,-2925.41540527,23.0
105,93,37,50780.0,51740.0,-2929.07907104,23.0
106,93,37,50820.0,51740.0,-2930.1468811,23.0
107,93,37,50860.0,51740.0,-2930.81369019,23.0
108,93,37,50900.0,51740.0,-2931.33312988,23.0
109,93,37,50940.0,51740.0,-2932.15100098,23.0
110,93,37,50980.0,51740.0,-2932.94400024,23.0
111,93,37,51020.0,51740.0,-2932.97946167,23.0
112,93,37,51060.0,51740.0,-2932.45492554,23.0
113,93,37,51100.0,51740.0,-2931.97396851,23.0
114,93,37,51140.0,51740.0,-2931.37216187,23.0
115,93,37,51180.0,51740.0,-2929.8001709,23.0
120,93,37,51380.0,51740.0,-2861.98352051,23.0
121,93,37,51420.0,51740.0,-2866.03201294,23.0
122,93,37,51460.0,51740.0,-2870.96487427,23.0
123,93,37,51500.0,51740.0,-2878.12475586,23.0
124,93,37,51540.0,51740.0,-2886.70043945,23.0
125,93,37,51580.0,51740.0,-2895.46975708,23.0
41,94,37,48220.0,51780.0,-2694.77764893,23.0
42,94,37,48260.0,51780.0,-2701.34890747,23.0
43,94,37,48300.0,51780.0,-2708.94747925,23.0
44,94,37,48340.0,51780.0,-2716.48312378,23.0
45,94,37,48380.0,51780.0,-2720.92718506,23.0
46,94,37,48420.0,51780.0,-2722.15975952,23.0
47,94,37,48460.0,51780.0,-2726.14382935,23.0
51,94,37,48620.0,51780.0,-2669.44360352,23.0
52,94,37,48660.0,51780.0,-2671.32400513,23.0
53,94,37,48700.0,51780.0,-2673.38873291,23.0
54,94,37,48740.0,51780.0,-2675.49081421,23.0
55,94,37,48780.0,51780.0,-2676.8140564,23.0
56,94,37,48820.0,51780.0,-2676.72164917,21.0
57,94,37,48860.0,51780.0,-2677.94329834,21.0
59,94,37,48940.0,51780.0,-2680.44302368,21.0
60,94,37,48980.0,51780.0,-2685.88995361,22.0
61,94,37,49020.0,51780.0,-2691.6305542,23.0
62,94,37,49060.0,51780.0,-2691.40582275,23.0
63,94,37,49100.0,51780.0,-2690.54208374,23.0
64,94,37,49140.0,51780.0,-2689.56274414,23.0
65,94,37,49180.0,51780.0,-2687.83178711,23.0
66,94,37,49220.0,51780.0,-2685.42364502,23.0
67,94,37,49260.0,51780.0,-2683.77972412,23.0
68,94,37,49300.0,51780.0,-2682.78039551,23.0
69,94,37,49340.0,51780.0,-2682.34683228,23.0
70,94,37,49380.0,51780.0,-2677.01535034,22.0
71,94,37,49420.0,51780.0,-2655.96612549,18.0
72,94,37,49460.0,51780.0,-2675.39675903,22.0
73,94,37,49500.0,51780.0,-2679.5305481,23.0
74,94,37,49540.0,51780.0,-2678.58911133,23.0
75,94,37,49580.0,51780.0,-2679.05575562,23.0
76,94,37,49620.0,51780.0,-2682.98614502,23.0
77,94,37,49660.0,51780.0,-2685.39108276,23.0
78,94,37,49700.0,51780.0,-2691.046875,23.0
79,94,37,49740.0,51780.0,-2698.73626709,23.0
80,94,37,49780.0,51780.0,-2705.10296631,23.0
81,94,37,49820.0,51780.0,-2710.26055908,23.0
82,94,37,49860.0,51780.0,-2715.33062744,23.0
83,94,37,49900.0,51780.0,-2720.10354614,23.0
84,94,37,49940.0,51780.0,-2724.30041504,23.0
85,94,37,49980.0,51780.0,-2728.456604,23.0
86,94,37,50020.0,51780.0,-2732.9024353,23.0
87,94,37,50060.0,51780.0,-2737.87670898,23.0
88,94,37,50100.0,51780.0,-2743.49917603,23.0
89,94,37,50140.0,51780.0,-2749.17929077,23.0
90,94,37,50180.0,51780.0,-2755.01074219,23.0
91,94,37,50220.0,51780.0,-2762.3649292,23.0
96,94,37,50420.0,51780.0,-2855.51620483,23.0
97,94,37,50460.0,51780.0,-2859.07293701,23.0
98,94,37,50500.0,51780.0,-2865.5093689,23.0
99,94,37,50540.0,51780.0,-2871.43630981,23.0
100,94,37,50580.0,51780.0,-2876.30349731,23.0
101,94,37,50620.0,51780.0,-2884.57516479,23.0
102,94,37,50660.0,51780.0,-2887.98727417,20.0
103,94,37,50700.0,51780.0,-2907.79663086,22.0
104,94,37,50740.0,51780.0,-2921.11520386,23.0
105,94,37,50780.0,51780.0,-2924.57684326,23.0
106,94,37,50820.0,51780.0,-2926.03439331,23.0
107,94,37,50860.0,51780.0,-2927.31460571,23.0
108,94,37,50900.0,51780.0,-2928.69381714,23.0
109,94,37,50940.0,51780.0,-2930.19567871,23.0
110,94,37,50980.0,51780.0,-2931.43673706,23.0
111,94,37,51020.0,51780.0,-2931.96194458,23.0
112,94,37,51060.0,51780.0,-2931.94830322,23.0
113,94,37,51100.0,51780.0,-2931.74612427,23.0
114,94,37,51140.0,51780.0,-2931.22155762,23.0
115,94,37,51180.0,51780.0,-2931.32537842,23.0
116,94,37,51220.0,51780.0,-2932.06054688,23.0
121,94,37,51420.0,51780.0,-2865.96453857,23.0
122,94,37,51460.0,51780.0,-2870.54345703,23.0
123,94,37,51500.0,51780.0,-2876.88772583,23.0
124,94,37,51540.0,51780.0,-2884.0642395,23.0
125,94,37,51580.0,51780.0,-2891.41955566,23.0
42,95,37,48260.0,51820.0,-2702.82897949,23.0
43,95,37,48300.0,51820.0,-2710.24911499,23.0
44,95,37,48340.0,51820.0,-2717.49420166,23.0
45,95,37,48380.0,51820.0,-2722.17593384,23.0
49,95,37,48540.0,51820.0,-2664.50598145,23.0
50,95,37,48580.0,51820.0,-2663.85046387,20.0
51,95,37,48620.0,51820.0,-2664.87295532,20.0
54,95,37,48740.0,51820.0,-2669.60253906,20.0
55,95,37,48780.0,51820.0,-2670.75976562,20.0
56,95,37,48820.0,51820.0,-2662.22998047,18.0
