i_index unit1 scale1,j_index unit1 scale1,k_index unit1 scale1,x_coord unit1 scale1,y_coord unit1 scale1,z_coord unit1 scale1
96,111,35,50420.0,52460.0,-2706.34442139
97,111,35,50460.0,52460.0,-2703.74356079
98,111,35,50500.0,52460.0,-2702.01409912
99,111,35,50540.0,52460.0,-2702.42352295
100,111,35,50580.0,52460.0,-2704.3036499
101,111,35,50620.0,52460.0,-2706.30090332
102,111,35,50660.0,52460.0,-2708.98297119
103,111,35,50700.0,52460.0,-2713.01419067
104,111,35,50740.0,52460.0,-2718.13131714
105,111,35,50780.0,52460.0,-2724.18753052
106,111,35,50820.0,52460.0,-2731.10064697
107,111,35,50860.0,52460.0,-2738.30062866
108,111,35,50900.0,52460.0,-2745.63848877
109,111,35,50940.0,52460.0,-2752.82797241
110,111,35,50980.0,52460.0,-2759.712677
111,111,35,51020.0,52460.0,-2766.10482788
112,111,35,51060.0,52460.0,-2772.16342163
113,111,35,51100.0,52460.0,-2778.07077026
114,111,35,51140.0,52460.0,-2783.68710327
115,111,35,51180.0,52460.0,-2790.24685669
116,111,35,51220.0,52460.0,-2797.98065186
117,111,35,51260.0,52460.0,-2807.01956177
118,111,35,51300.0,52460.0,-2817.22079468
119,111,35,51340.0,52460.0,-2828.44274902
120,111,35,51380.0,52460.0,-2840.98953247
121,111,35,51420.0,52460.0,-2853.27648926
122,111,35,51460.0,52460.0,-2865.35720825
123,111,35,51500.0,52460.0,-2876.72946167
50,112,35,48580.0,52500.0,-2627.17095947
51,112,35,48620.0,52500.0,-2635.01269531
52,112,35,48660.0,52500.0,-2644.31213379
53,112,35,48700.0,52500.0,-2653.00860596
54,112,35,48740.0,52500.0,-2661.15136719
55,112,35,48780.0,52500.0,-2667.93902588
56,112,35,48820.0,52500.0,-2673.50576782
57,112,35,48860.0,52500.0,-2678.87399292
58,112,35,48900.0,52500.0,-2684.3319397
59,112,35,48940.0,52500.0,-2690.42831421
60,112,35,48980.0,52500.0,-2696.89587402
61,112,35,49020.0,52500.0,-2702.6161499
62,112,35,49060.0,52500.0,-2708.02505493
63,112,35,49100.0,52500.0,-2713.59066772
64,112,35,49140.0,52500.0,-2719.24700928
65,112,35,49180.0,52500.0,-2724.68475342
66,112,35,49220.0,52500.0,-2728.97680664
67,112,35,49260.0,52500.0,-2731.50189209
68,112,35,49300.0,52500.0,-2732.84454346
69,112,35,49340.0,52500.0,-2734.00350952
70,112,35,49380.0,52500.0,-2734.39331055
71,112,35,49420.0,52500.0,-2734.33938599
72,112,35,49460.0,52500.0,-2734.24905396
73,112,35,49500.0,52500.0,-2734.11169434
74,112,35,49540.0,52500.0,-2734.25302124
75,112,35,49580.0,52500.0,-2733.94940186
76,112,35,49620.0,52500.0,-2733.33700562
77,112,35,49660.0,52500.0,-2732.37216187
78,112,35,49700.0,52500.0,-2731.08776855
79,112,35,49740.0,52500.0,-2729.61227417
80,112,35,49780.0,52500.0,-2727.87728882
81,112,35,49820.0,52500.0,-2726.16348267
82,112,35,49860.0,52500.0,-2724.31375122
83,112,35,49900.0,52500.0,-2722.6211853
84,112,35,49940.0,52500.0,-2721.02249146
85,112,35,49980.0,52500.0,-2719.76293945
86,112,35,50020.0,52500.0,-2718.918396
87,112,35,50060.0,52500.0,-2718.36123657
88,112,35,50100.0,52500.0,-2712.56088257
89,112,35,50140.0,52500.0,-2718.2322998
90,112,35,50180.0,52500.0,-2718.21618652
91,112,35,50220.0,52500.0,-2718.33181763
92,112,35,50260.0,52500.0,-2713.41427612
93,112,35,50300.0,52500.0,-2717.06518555
94,112,35,50340.0,52500.0,-2714.21411133
95,112,35,50380.0,52500.0,-2711.14044189
96,112,35,50420.0,52500.0,-2707.8104248
97,112,35,50460.0,52500.0,-2705.10629272
98,112,35,50500.0,52500.0,-2703.52825928
99,112,35,50540.0,52500.0,-2703.70874023
100,112,35,50580.0,52500.0,-2705.24642944
101,112,35,50620.0,52500.0,-2707.35742188
102,112,35,50660.0,52500.0,-2710.33374023
103,112,35,50700.0,52500.0,-2714.39880371
104,112,35,50740.0,52500.0,-2719.32870483
105,112,35,50780.0,52500.0,-2725.23266602
106,112,35,50820.0,52500.0,-2731.95092773
107,112,35,50860.0,52500.0,-2738.84371948
108,112,35,50900.0,52500.0,-2745.82748413
109,112,35,50940.0,52500.0,-2752.54019165
110,112,35,50980.0,52500.0,-2758.91976929
111,112,35,51020.0,52500.0,-2764.89672852
112,112,35,51060.0,52500.0,-2770.52334595
113,112,35,51100.0,52500.0,-2775.55895996
114,112,35,51140.0,52500.0,-2780.03726196
115,112,35,51180.0,52500.0,-2785.68457031
116,112,35,51220.0,52500.0,-2792.57391357
117,112,35,51260.0,52500.0,-2800.71954346
118,112,35,51300.0,52500.0,-2810.15914917
119,112,35,51340.0,52500.0,-2821.36795044
120,112,35,51380.0,52500.0,-2834.39630127
121,112,35,51420.0,52500.0,-2847.26953125
122,112,35,51460.0,52500.0,-2860.06735229
123,112,35,51500.0,52500.0,-2872.0887146
50,113,35,48580.0,52540.0,-2626.6307373
51,113,35,48620.0,52540.0,-2634.20571899
52,113,35,48660.0,52540.0,-2644.09951782
53,113,35,48700.0,52540.0,-2653.01544189
54,113,35,48740.0,52540.0,-2660.69570923
55,113,35,48780.0,52540.0,-2667.09381104
56,113,35,48820.0,52540.0,-2672.70779419
57,113,35,48860.0,52540.0,-2677.99951172
58,113,35,48900.0,52540.0,-2683.31185913
59,113,35,48940.0,52540.0,-2690.3175354
60,113,35,48980.0,52540.0,-2698.2197876
61,113,35,49020.0,52540.0,-2704.99603271
62,113,35,49060.0,52540.0,-2711.43771362
63,113,35,49100.0,52540.0,-2717.95053101
64,113,35,49140.0,52540.0,-2724.07168579
65,113,35,49180.0,52540.0,-2729.29425049
66,113,35,49220.0,52540.0,-2732.97674561
67,113,35,49260.0,52540.0,-2734.88677979
68,113,35,49300.0,52540.0,-2735.64761353
69,113,35,49340.0,52540.0,-2735.7326355
70,113,35,49380.0,52540.0,-2735.08905029
71,113,35,49420.0,52540.0,-2734.45336914
72,113,35,49460.0,52540.0,-2733.84790039
73,113,35,49500.0,52540.0,-2733.77548218
74,113,35,49540.0,52540.0,-2734.58312988
75,113,35,49580.0,52540.0,-2735.07025146
76,113,35,49620.0,52540.0,-2735.43212891
77,113,35,49660.0,52540.0,-2735.72192383
78,113,35,49700.0,52540.0,-2735.48986816
79,113,35,49740.0,52540.0,-2734.76641846
80,113,35,49780.0,52540.0,-2733.61184692
81,113,35,49820.0,52540.0,-2732.0831604
82,113,35,49860.0,52540.0,-2730.20333862
83,113,35,49900.0,52540.0,-2728.3777771
84,113,35,49940.0,52540.0,-2726.61715698
85,113,35,49980.0,52540.0,-2725.23135376
86,113,35,50020.0,52540.0,-2724.09072876
87,113,35,50060.0,52540.0,-2723.28259277
88,113,35,50100.0,52540.0,-2722.72503662
89,113,35,50140.0,52540.0,-2722.22265625
90,113,35,50180.0,52540.0,-2722.03186035
91,113,35,50220.0,52540.0,-2716.94393921
92,113,35,50260.0,52540.0,-2716.99478149
93,113,35,50300.0,52540.0,-2715.83056641
94,113,35,50340.0,52540.0,-2713.55151367
95,113,35,50380.0,52540.0,-2713.53088379
96,113,35,50420.0,52540.0,-2709.99093628
97,113,35,50460.0,52540.0,-2706.76477051
98,113,35,50500.0,52540.0,-2705.9984436
99,113,35,50540.0,52540.0,-2706.15750122
100,113,35,50580.0,52540.0,-2707.82833862
101,113,35,50620.0,52540.0,-2710.27563477
102,113,35,50660.0,52540.0,-2713.43237305
103,113,35,50700.0,52540.0,-2717.39508057
104,113,35,50740.0,52540.0,-2721.97198486
105,113,35,50780.0,52540.0,-2727.47018433
106,113,35,50820.0,52540.0,-2733.62322998
107,113,35,50860.0,52540.0,-2739.95318604
108,113,35,50900.0,52540.0,-2746.47976685
109,113,35,50940.0,52540.0,-2752.70910645
110,113,35,50980.0,52540.0,-2758.70529175
111,113,35,51020.0,52540.0,-2764.36727905
112,113,35,51060.0,52540.0,-2769.63366699
113,113,35,51100.0,52540.0,-2773.96359253
114,113,35,51140.0,52540.0,-2777.59515381
115,113,35,51180.0,52540.0,-2782.43566895
116,113,35,51220.0,52540.0,-2788.33938599
117,113,35,51260.0,52540.0,-2795.51678467
118,113,35,51300.0,52540.0,-2804.20794678
119,113,35,51340.0,52540.0,-2815.17895508
120,113,35,51380.0,52540.0,-2828.14804077
121,113,35,51420.0,52540.0,-2841.21841431
122,113,35,51460.0,52540.0,-2854.64825439
123,113,35,51500.0,52540.0,-2867.22521973
50,114,35,48580.0,52580.0,-2627.05145264
51,114,35,48620.0,52580.0,-2633.08493042
52,114,35,48660.0,52580.0,-2642.36114502
53,114,35,48700.0,52580.0,-2651.22494507
54,114,35,48740.0,52580.0,-2659.20132446
55,114,35,48780.0,52580.0,-2665.96737671
56,114,35,48820.0,52580.0,-2671.87924194
57,114,35,48860.0,52580.0,-2677.35162354
58,114,35,48900.0,52580.0,-2682.96768188
59,114,35,48940.0,52580.0,-2690.65527344
60,114,35,48980.0,52580.0,-2699.5090332
61,114,35,49020.0,52580.0,-2707.33267212
62,114,35,49060.0,52580.0,-2714.57894897
63,114,35,49100.0,52580.0,-2721.51300049
64,114,35,49140.0,52580.0,-2727.66812134
65,114,35,49180.0,52580.0,-2732.52407837
66,114,35,49220.0,52580.0,-2735.34927368
67,114,35,49260.0,52580.0,-2736.45004272
68,114,35,49300.0,52580.0,-2736.68911743
69,114,35,49340.0,52580.0,-2736.2203064
70,114,35,49380.0,52580.0,-2735.03439331
71,114,35,49420.0,52580.0,-2733.83248901
72,114,35,49460.0,52580.0,-2732.84954834
73,114,35,49500.0,52580.0,-2733.10540771
74,114,35,49540.0,52580.0,-2734.66793823
75,114,35,49580.0,52580.0,-2736.06881714
76,114,35,49620.0,52580.0,-2737.44189453
77,114,35,49660.0,52580.0,-2738.78317261
78,114,35,49700.0,52580.0,-2739.6663208
79,114,35,49740.0,52580.0,-2739.79177856
80,114,35,49780.0,52580.0,-2739.18096924
81,114,35,49820.0,52580.0,-2737.87231445
82,114,35,49860.0,52580.0,-2735.99630737
83,114,35,49900.0,52580.0,-2734.12112427
84,114,35,49940.0,52580.0,-2732.17453003
85,114,35,49980.0,52580.0,-2730.62905884
86,114,35,50020.0,52580.0,-2729.31103516
87,114,35,50060.0,52580.0,-2728.29528809
88,114,35,50100.0,52580.0,-2727.33996582
89,114,35,50140.0,52580.0,-2726.48937988
90,114,35,50180.0,52580.0,-2726.19647217
91,114,35,50220.0,52580.0,-2725.79211426
92,114,35,50260.0,52580.0,-2725.14520264
93,114,35,50300.0,52580.0,-2723.30862427
94,114,35,50340.0,52580.0,-2720.15145874
95,114,35,50380.0,52580.0,-2714.54907227
96,114,35,50420.0,52580.0,-2713.27313232
97,114,35,50460.0,52580.0,-2710.93527222
98,114,35,50500.0,52580.0,-2709.81478882
99,114,35,50540.0,52580.0,-2710.10580444
100,114,35,50580.0,52580.0,-2712.37692261
101,114,35,50620.0,52580.0,-2715.03344727
102,114,35,50660.0,52580.0,-2718.09503174
103,114,35,50700.0,52580.0,-2721.65023804
104,114,35,50740.0,52580.0,-2725.64031982
105,114,35,50780.0,52580.0,-2730.3821106
106,114,35,50820.0,52580.0,-2735.76351929
107,114,35,50860.0,52580.0,-2741.47677612
108,114,35,50900.0,52580.0,-2747.50170898
109,114,35,50940.0,52580.0,-2753.33157349
110,114,35,50980.0,52580.0,-2759.02590942
111,114,35,51020.0,52580.0,-2764.42593384
112,114,35,51060.0,52580.0,-2769.39569092
113,114,35,51100.0,52580.0,-2773.20870972
114,114,35,51140.0,52580.0,-2776.23104858
115,114,35,51180.0,52580.0,-2780.25552368
116,114,35,51220.0,52580.0,-2785.20343018
117,114,35,51260.0,52580.0,-2791.53051758
118,114,35,51300.0,52580.0,-2799.47103882
119,114,35,51340.0,52580.0,-2809.88589478
120,114,35,51380.0,52580.0,-2822.35186768
121,114,35,51420.0,52580.0,-2835.2868042
122,114,35,51460.0,52580.0,-2848.95983887
123,114,35,51500.0,52580.0,-2861.62295532
51,115,35,48620.0,52620.0,-2631.60205078
52,115,35,48660.0,52620.0,-2639.84695435
53,115,35,48700.0,52620.0,-2648.68765259
54,115,35,48740.0,52620.0,-2657.59347534
55,115,35,48780.0,52620.0,-2665.12646484
56,115,35,48820.0,52620.0,-2671.58538818
57,115,35,48860.0,52620.0,-2677.57601929
58,115,35,48900.0,52620.0,-2683.58651733
59,115,35,48940.0,52620.0,-2691.64178467
60,115,35,48980.0,52620.0,-2701.1776123
61,115,35,49020.0,52620.0,-2709.8508606
62,115,35,49060.0,52620.0,-2717.58044434
63,115,35,49100.0,52620.0,-2724.4369812
64,115,35,49140.0,52620.0,-2729.89138794
65,115,35,49180.0,52620.0,-2734.26361084
66,115,35,49220.0,52620.0,-2736.89675903
67,115,35,49260.0,52620.0,-2737.68490601
68,115,35,49300.0,52620.0,-2737.44622803
69,115,35,49340.0,52620.0,-2736.40960693
70,115,35,49380.0,52620.0,-2734.85748291
71,115,35,49420.0,52620.0,-2733.36013794
72,115,35,49460.0,52620.0,-2732.4045105
73,115,35,49500.0,52620.0,-2733.15078735
74,115,35,49540.0,52620.0,-2735.1628418
75,115,35,49580.0,52620.0,-2737.38171387
76,115,35,49620.0,52620.0,-2739.90606689
77,115,35,49660.0,52620.0,-2742.04351807
78,115,35,49700.0,52620.0,-2743.78762817
79,115,35,49740.0,52620.0,-2744.55859375
80,115,35,49780.0,52620.0,-2744.15371704
81,115,35,49820.0,52620.0,-2742.95803833
82,115,35,49860.0,52620.0,-2741.14041138
83,115,35,49900.0,52620.0,-2739.16140747
84,115,35,49940.0,52620.0,-2736.83010864
85,115,35,49980.0,52620.0,-2734.80218506
86,115,35,50020.0,52620.0,-2733.38168335
87,115,35,50060.0,52620.0,-2732.22491455
88,115,35,50100.0,52620.0,-2724.70056152
89,115,35,50140.0,52620.0,-2729.87716675
90,115,35,50180.0,52620.0,-2729.67098999
91,115,35,50220.0,52620.0,-2729.27075195
92,115,35,50260.0,52620.0,-2728.68365479
93,115,35,50300.0,52620.0,-2727.04528809
94,115,35,50340.0,52620.0,-2724.19586182
95,115,35,50380.0,52620.0,-2721.14080811
96,115,35,50420.0,52620.0,-2718.27685547
97,115,35,50460.0,52620.0,-2716.48736572
98,115,35,50500.0,52620.0,-2715.88613892
99,115,35,50540.0,52620.0,-2716.87820435
100,115,35,50580.0,52620.0,-2719.06790161
101,115,35,50620.0,52620.0,-2719.36932373
102,115,35,50660.0,52620.0,-2720.75906372
103,115,35,50700.0,52620.0,-2726.38818359
104,115,35,50740.0,52620.0,-2729.49951172
105,115,35,50780.0,52620.0,-2733.35794067
106,115,35,50820.0,52620.0,-2738.06030273
107,115,35,50860.0,52620.0,-2743.19732666
108,115,35,50900.0,52620.0,-2748.69177246
109,115,35,50940.0,52620.0,-2754.10455322
110,115,35,50980.0,52620.0,-2759.49435425
111,115,35,51020.0,52620.0,-2764.58120728
112,115,35,51060.0,52620.0,-2769.1383667
113,115,35,51100.0,52620.0,-2772.53274536
114,115,35,51140.0,52620.0,-2775.32894897
115,115,35,51180.0,52620.0,-2778.94024658
116,115,35,51220.0,52620.0,-2783.36160278
117,115,35,51260.0,52620.0,-2789.23080444
118,115,35,51300.0,52620.0,-2796.76409912
119,115,35,51340.0,52620.0,-2806.7762146
120,115,35,51380.0,52620.0,-2818.63989258
121,115,35,51420.0,52620.0,-2830.83041382
122,115,35,51460.0,52620.0,-2843.88247681
123,115,35,51500.0,52620.0,-2856.22085571
51,116,35,48620.0,52660.0,-2630.02008057
52,116,35,48660.0,52660.0,-2638.20877075
53,116,35,48700.0,52660.0,-2647.15908813
54,116,35,48740.0,52660.0,-2656.56896973
55,116,35,48780.0,52660.0,-2664.70199585
56,116,35,48820.0,52660.0,-2671.88824463
57,116,35,48860.0,52660.0,-2678.42147827
58,116,35,48900.0,52660.0,-2684.65213013
59,116,35,48940.0,52660.0,-2693.09286499
60,116,35,48980.0,52660.0,-2703.26501465
61,116,35,49020.0,52660.0,-2712.42111206
62,116,35,49060.0,52660.0,-2720.1411438
63,116,35,49100.0,52660.0,-2726.14691162
64,116,35,49140.0,52660.0,-2730.5057373
65,116,35,49180.0,52660.0,-2734.49673462
66,116,35,49220.0,52660.0,-2737.58743286
67,116,35,49260.0,52660.0,-2738.47814941
68,116,35,49300.0,52660.0,-2737.76394653
69,116,35,49340.0,52660.0,-2736.42242432
70,116,35,49380.0,52660.0,-2734.76916504
71,116,35,49420.0,52660.0,-2733.36734009
72,116,35,49460.0,52660.0,-2732.57589722
73,116,35,49500.0,52660.0,-2733.48648071
74,116,35,49540.0,52660.0,-2735.6211853
75,116,35,49580.0,52660.0,-2738.60440063
76,116,35,49620.0,52660.0,-2742.47888184
77,116,35,49660.0,52660.0,-2745.58422852
78,116,35,49700.0,52660.0,-2747.87194824
79,116,35,49740.0,52660.0,-2748.85302734
80,116,35,49780.0,52660.0,-2748.46838379
81,116,35,49820.0,52660.0,-2747.35348511
82,116,35,49860.0,52660.0,-2745.58096313
83,116,35,49900.0,52660.0,-2743.32644653
84,116,35,49940.0,52660.0,-2740.59353638
85,116,35,49980.0,52660.0,-2738.0958252
86,116,35,50020.0,52660.0,-2736.04550171
87,116,35,50060.0,52660.0,-2728.16021729
88,116,35,50100.0,52660.0,-2732.76220703
89,116,35,50140.0,52660.0,-2731.59368896
90,116,35,50180.0,52660.0,-2731.02542114
91,116,35,50220.0,52660.0,-2728.66973877
92,116,35,50260.0,52660.0,-2732.18460083
93,116,35,50300.0,52660.0,-2731.18963623
94,116,35,50340.0,52660.0,-2729.04983521
95,116,35,50380.0,52660.0,-2727.06671143
96,116,35,50420.0,52660.0,-2725.2154541
97,116,35,50460.0,52660.0,-2724.23074341
98,116,35,50500.0,52660.0,-2723.85168457
99,116,35,50540.0,52660.0,-2724.85073853
100,116,35,50580.0,52660.0,-2726.84228516
101,116,35,50620.0,52660.0,-2728.41925049
102,116,35,50660.0,52660.0,-2729.55529785
103,116,35,50700.0,52660.0,-2726.84851074
104,116,35,50740.0,52660.0,-2728.72183228
105,116,35,50780.0,52660.0,-2736.49591064
106,116,35,50820.0,52660.0,-2740.55926514
107,116,35,50860.0,52660.0,-2745.09085083
108,116,35,50900.0,52660.0,-2750.08297729
109,116,35,50940.0,52660.0,-2755.1217041
110,116,35,50980.0,52660.0,-2760.14382935
111,116,35,51020.0,52660.0,-2764.7897644
112,116,35,51060.0,52660.0,-2768.896698
113,116,35,51100.0,52660.0,-2772.11962891
114,116,35,51140.0,52660.0,-2774.98983765
115,116,35,51180.0,52660.0,-2778.51443481
116,116,35,51220.0,52660.0,-2782.74713135
117,116,35,51260.0,52660.0,-2788.44732666
118,116,35,51300.0,52660.0,-2795.80059814
119,116,35,51340.0,52660.0,-2805.38464355
120,116,35,51380.0,52660.0,-2816.64041138
121,116,35,51420.0,52660.0,-2828.39804077
122,116,35,51460.0,52660.0,-2840.82931519
51,117,35,48620.0,52700.0,-2628.24295044
52,117,35,48660.0,52700.0,-2635.29071045
53,117,35,48700.0,52700.0,-2644.85333252
54,117,35,48740.0,52700.0,-2655.73336792
55,117,35,48780.0,52700.0,-2664.52206421
56,117,35,48820.0,52700.0,-2672.52319336
57,117,35,48860.0,52700.0,-2679.6010437
58,117,35,48900.0,52700.0,-2686.11254883
59,117,35,48940.0,52700.0,-2694.81677246
60,117,35,48980.0,52700.0,-2705.08792114
61,117,35,49020.0,52700.0,-2714.90759277
62,117,35,49060.0,52700.0,-2722.36700439
63,117,35,49100.0,52700.0,-2726.98623657
64,117,35,49140.0,52700.0,-2730.78051758
65,117,35,49180.0,52700.0,-2734.36282349
66,117,35,49220.0,52700.0,-2737.27209473
67,117,35,49260.0,52700.0,-2738.38519287
68,117,35,49300.0,52700.0,-2737.72143555
69,117,35,49340.0,52700.0,-2736.35845947
70,117,35,49380.0,52700.0,-2734.97790527
71,117,35,49420.0,52700.0,-2734.06439209
72,117,35,49460.0,52700.0,-2733.84701538
73,117,35,49500.0,52700.0,-2734.64871216
74,117,35,49540.0,52700.0,-2736.74700928
75,117,35,49580.0,52700.0,-2740.52011108
76,117,35,49620.0,52700.0,-2745.1579895
77,117,35,49660.0,52700.0,-2748.7348938
78,117,35,49700.0,52700.0,-2751.04647827
79,117,35,49740.0,52700.0,-2752.09762573
80,117,35,49780.0,52700.0,-2751.78244019
81,117,35,49820.0,52700.0,-2750.78100586
82,117,35,49860.0,52700.0,-2749.14974976
83,117,35,49900.0,52700.0,-2746.70932007
84,117,35,49940.0,52700.0,-2743.8727417
85,117,35,49980.0,52700.0,-2741.20977783
86,117,35,50020.0,52700.0,-2738.49575806
87,117,35,50060.0,52700.0,-2729.7588501
88,117,35,50100.0,52700.0,-2728.41833496
89,117,35,50140.0,52700.0,-2733.86419678
90,117,35,50180.0,52700.0,-2733.59338379
91,117,35,50220.0,52700.0,-2731.05322266
92,117,35,50260.0,52700.0,-2726.42404175
93,117,35,50300.0,52700.0,-2722.27374268
94,117,35,50340.0,52700.0,-2733.58169556
95,117,35,50380.0,52700.0,-2734.09387207
96,117,35,50420.0,52700.0,-2733.33905029
97,117,35,50460.0,52700.0,-2732.28903198
98,117,35,50500.0,52700.0,-2731.44412231
99,117,35,50540.0,52700.0,-2731.95751953
100,117,35,50580.0,52700.0,-2732.98303223
101,117,35,50620.0,52700.0,-2733.63925171
102,117,35,50660.0,52700.0,-2734.40301514
103,117,35,50700.0,52700.0,-2735.57092285
104,117,35,50740.0,52700.0,-2737.21401978
105,117,35,50780.0,52700.0,-2734.66329956
106,117,35,50820.0,52700.0,-2737.71069336
107,117,35,50860.0,52700.0,-2747.23202515
108,117,35,50900.0,52700.0,-2751.90103149
109,117,35,50940.0,52700.0,-2756.59799194
110,117,35,50980.0,52700.0,-2761.08947754
111,117,35,51020.0,52700.0,-2765.13406372
112,117,35,51060.0,52700.0,-2768.6338501
113,117,35,51100.0,52700.0,-2771.60470581
114,117,35,51140.0,52700.0,-2774.56973267
115,117,35,51180.0,52700.0,-2778.07394409
116,117,35,51220.0,52700.0,-2782.24481201
117,117,35,51260.0,52700.0,-2787.93170166
118,117,35,51300.0,52700.0,-2795.29907227
119,117,35,51340.0,52700.0,-2804.57022095
120,117,35,51380.0,52700.0,-2815.228302
121,117,35,51420.0,52700.0,-2826.7121582
122,117,35,51460.0,52700.0,-2838.48318481
52,118,35,48660.0,52740.0,-2633.03930664
53,118,35,48700.0,52740.0,-2643.06640625
54,118,35,48740.0,52740.0,-2655.07839966
55,118,35,48780.0,52740.0,-2664.64630127
56,118,35,48820.0,52740.0,-2673.40539551
57,118,35,48860.0,52740.0,-2680.93466187
58,118,35,48900.0,52740.0,-2687.66394043
59,118,35,48940.0,52740.0,-2696.14758301
60,118,35,48980.0,52740.0,-2705.79354858
61,118,35,49020.0,52740.0,-2715.18441772
62,118,35,49060.0,52740.0,-2722.5866394
63,118,35,49100.0,52740.0,-2727.19494629
64,118,35,49140.0,52740.0,-2730.8031311
65,118,35,49180.0,52740.0,-2733.84240723
66,118,35,49220.0,52740.0,-2736.12509155
67,118,35,49260.0,52740.0,-2737.64413452
68,118,35,49300.0,52740.0,-2737.77975464
69,118,35,49340.0,52740.0,-2736.83349609
70,118,35,49380.0,52740.0,-2735.98077393
71,118,35,49420.0,52740.0,-2735.84887695
72,118,35,49460.0,52740.0,-2736.70913696
73,118,35,49500.0,52740.0,-2738.35113525
74,118,35,49540.0,52740.0,-2741.00756836
75,118,35,49580.0,52740.0,-2744.71569824
76,118,35,49620.0,52740.0,-2748.5614624
77,118,35,49660.0,52740.0,-2751.40628052
78,118,35,49700.0,52740.0,-2753.37393188
79,118,35,49740.0,52740.0,-2754.7024231
80,118,35,49780.0,52740.0,-2754.52685547
81,118,35,49820.0,52740.0,-2753.45700073
82,118,35,49860.0,52740.0,-2752.03424072
83,118,35,49900.0,52740.0,-2749.73556519
84,118,35,49940.0,52740.0,-2746.97235107
85,118,35,49980.0,52740.0,-2744.02871704
86,118,35,50020.0,52740.0,-2740.75067139
87,118,35,50060.0,52740.0,-2737.92105103
88,118,35,50100.0,52740.0,-2729.77587891
89,118,35,50140.0,52740.0,-2729.30245972
90,118,35,50180.0,52740.0,-2735.05648804
91,118,35,50220.0,52740.0,-2733.27612305
92,118,35,50260.0,52740.0,-2730.04922485
93,118,35,50300.0,52740.0,-2726.51690674
94,118,35,50340.0,52740.0,-2722.89263916
95,118,35,50380.0,52740.0,-2717.24871826
97,118,35,50460.0,52740.0,-2738.36398315
98,118,35,50500.0,52740.0,-2737.88726807
99,118,35,50540.0,52740.0,-2737.39163208
100,118,35,50580.0,52740.0,-2737.47570801
101,118,35,50620.0,52740.0,-2738.03317261
102,118,35,50660.0,52740.0,-2738.63851929
103,118,35,50700.0,52740.0,-2739.54766846
104,118,35,50740.0,52740.0,-2740.98321533
105,118,35,50780.0,52740.0,-2743.12991333
106,118,35,50820.0,52740.0,-2740.40847778
107,118,35,50860.0,52740.0,-2732.37365723
108,118,35,50900.0,52740.0,-2748.12792969
109,118,35,50940.0,52740.0,-2758.18045044
110,118,35,50980.0,52740.0,-2761.94989014
111,118,35,51020.0,52740.0,-2765.20513916
112,118,35,51060.0,52740.0,-2768.04373169
113,118,35,51100.0,52740.0,-2770.80996704
114,118,35,51140.0,52740.0,-2773.92080688
115,118,35,51180.0,52740.0,-2777.51617432
116,118,35,51220.0,52740.0,-2781.73388672
117,118,35,51260.0,52740.0,-2787.55453491
118,118,35,51300.0,52740.0,-2795.00509644
119,118,35,51340.0,52740.0,-2803.92736816
120,118,35,51380.0,52740.0,-2813.87908936
121,118,35,51420.0,52740.0,-2824.42407227
122,118,35,51460.0,52740.0,-2835.0625
52,119,35,48660.0,52780.0,-2633.65786743
53,119,35,48700.0,52780.0,-2643.63143921
54,119,35,48740.0,52780.0,-2654.70178223
55,119,35,48780.0,52780.0,-2664.81118774
56,119,35,48820.0,52780.0,-2673.99191284
57,119,35,48860.0,52780.0,-2681.74417114
58,119,35,48900.0,52780.0,-2688.6859436
59,119,35,48940.0,52780.0,-2696.97872925
60,119,35,48980.0,52780.0,-2706.07562256
61,119,35,49020.0,52780.0,-2714.37036133
62,119,35,49060.0,52780.0,-2721.44613647
63,119,35,49100.0,52780.0,-2726.48910522
64,119,35,49140.0,52780.0,-2729.86181641
65,119,35,49180.0,52780.0,-2732.48721313
66,119,35,49220.0,52780.0,-2734.72058105
67,119,35,49260.0,52780.0,-2736.69909668
68,119,35,49300.0,52780.0,-2737.83477783
69,119,35,49340.0,52780.0,-2738.2677002
70,119,35,49380.0,52780.0,-2738.30621338
71,119,35,49420.0,52780.0,-2738.98623657
72,119,35,49460.0,52780.0,-2741.12805176
73,119,35,49500.0,52780.0,-2744.11578369
74,119,35,49540.0,52780.0,-2747.25521851
75,119,35,49580.0,52780.0,-2750.41464233
76,119,35,49620.0,52780.0,-2753.44580078
77,119,35,49660.0,52780.0,-2755.40039062
78,119,35,49700.0,52780.0,-2756.59466553
79,119,35,49740.0,52780.0,-2757.63287354
80,119,35,49780.0,52780.0,-2757.63412476
81,119,35,49820.0,52780.0,-2756.62579346
82,119,35,49860.0,52780.0,-2755.1612854
83,119,35,49900.0,52780.0,-2753.03164673
84,119,35,49940.0,52780.0,-2750.52105713
85,119,35,49980.0,52780.0,-2747.59353638
86,119,35,50020.0,52780.0,-2744.19793701
87,119,35,50060.0,52780.0,-2740.75231934
88,119,35,50100.0,52780.0,-2738.12973022
89,119,35,50140.0,52780.0,-2737.17767334
90,119,35,50180.0,52780.0,-2736.93658447
91,119,35,50220.0,52780.0,-2735.94024658
92,119,35,50260.0,52780.0,-2734.2727356
93,119,35,50300.0,52780.0,-2732.15481567
94,119,35,50340.0,52780.0,-2729.17254639
